Wojciech, Rubinowicz
Akiba, Rubinstein
Arthur, Rubinstein
Helena, Rubinstein
Konrad, Rudnicki
Zygmunt, Rumel
Ferdynand, Ruszczyc
Tadeusz, Rut
Wanda, Rutkiewicz
Stanisław, Ruziewicz
Zbigniew, Rybczyński
Anna, Rybicka
Jerzy, Rybicki
Lucjan, Rydel
Edward, Rydz-Śmigły
Tadeusz, Rydzyk
Czesław, Ryll-Nardzewski
Jarosław Marek, Rymkiewicz
Piotr, Rysiukiewicz
Lew, Rywin
Henryk, Rzewuski
Kazimierz, Sabbat
Albert, Sabin
Pinchas, Sadeh
Yitzhak, Sadeh
Stanisław, Saks
Stanisław, Salmonowicz
Gersz, Salwe
Pan, Samochodzik
Adam Stefan, Sapieha
Andrzej, Sapkowski
Andrzej, Saramonowicz
Maciej Kazimierz, Sarbiewski
Edward, Sarul
Jacek, Saryusz-Wolski
Wilhelm, Sasnal
Jan, Sawka
Mateusz, Sawrymowicz
Bogusław, Schaeffer
Tadeusz, Schaetzel
Adam, Schaff
Andrzej Wiktor, Schally
Xaver, Scharwenka
Juliusz, Schauder
Karol, Scheibler
Norbert, Schemansky
Fryderyk, Scherfke
Leon, Schiller
Włodzimierz, Schmidt
Ulrich, Schrade
Johann Christian, Schuch
Bruno, Schulz
Leon, Schwartzmann
John, Scolvus
Izabella, Scorupco
Michał, Sędziwój
Irena, Sendler
Tadeusz, Sendzimir
Kazimierz, Serocki
Elwira, Seroczyńska
Andrzej, Seweryn
Marek, Seweryn
Zygalski, sheets
Kazimierz, Sichulski
Janusz, Sidło
Peter, Sidorkiewicz
Joanna, Siedlecka
Danuta, Siedzikówna
Kazimierz, Siemienowicz
Lucjan, Siemieński
Henryk, Sienkiewicz
Wacław, Sierpiński
Tomasz, Sikora
Radosław, Sikorski
Roman, Sikorski
Władysław, Sikorski
Isaac Bashevis, Singer
Stanislaus, Sittenfeld
Krystyna, Skarbek
Piotr, Skarga
Bolesław, Skarżyński
Konstanty, Skirmunt
Kamila, Skolimowska
Jerzy, Skolimowski
Józef, Skrzek
Aleksander, Skrzyński
Arkadiusz, Skrzypaszek
Cezary, Skubiszewski
Krzysztof, Skubiszewski
Piotr, Skuratowicz
Przemysław, Skwirczyński
Henryk, Sławik
Władysław, Ślebodziński
Bogdan, Śliwa
Antoni, Słonimski
Juliusz, Słowacki
Mieczysław Zygfryd, Słowikowski
Paul, Slowinski
Tadeusz, Ślusarski
Zygmunt, Smalcerz
Adam, Smelczyński
Antoni Józef, Śmieszek
Jan Mikołaj, Smogulecki
Euzebiusz, Smolarek
Włodzimierz, Smolarek
Bryan, Smolinski
Marian, Smoluchowski
Jan, Śniadecki
Jędrzej, Śniadecki
Walter, Sobchak
Ryszard, Sobczak
Maria Clementina, Sobieska
John III, Sobieski
Piotr, Sobocinski
Leopold, Socha
Julian, Sochocki
Monika, Soćko
Kajetan, Sołtyk
Ewa, Sonnet
Stanisław, Sosabowski
Kazimierz, Sosnkowski
Jerzy, Sosnowski
Józef, Sowiński
Romuald, Spasowski
Leon, Sperling
Paweł, Śpiewak
Jerzy, Spława-Neyman
Henryk, Średnicki
Julian, Stachiewicz
Edward, Stachura
Leopold, Staff
Feliks, Stamm
Stanley, Stanczyk
Jadwiga, Staniszkis
Tomasz, Stańko
Szymon, Starowolski
Allan, Starski
Stefan, Starzyński
Kazik, Staszewski
Stanisław, Staszic
Henryk, Stażewski
Justyna, Steczkowska
Boruch, Steinberg
Hugo, Steinhaus
Pete, Stemkowski
Lee, Stempniak
Abraham, Stern
Anatol, Stern
Robert, Stiller
Michael, Stivic
Kamil, Stoch
Zygmunt, Stojowski
Włodzimierz, Stożek
Yvonne, Strahovski
Eduard Adolf, Strasburger
Kasia, Struss
Zofia, Stryjeńska
Maciej, Stryjkowski
Henri, Strzelecki
Paweł Edmund, Strzelecki
Tomasz, Strzembosz
Władysław, Strzemiński
Władysław, Studnicki
Jerzy, Stuhr
Edward, Sucharda
January, Suchodolski
Francys, Sudnicka
Franciszek, Sulik
Tadeusz, Sulimirski
Józef, Supiński
Kazimierz, Świątek
Dariusz, Świercz
Piotr, Świerczewski
Aleksander, Świętochowski
Wojciech, Świętosławski
Robert, Sycz
Jerzy, Szacki
Zbigniew, Szafrański
Józef, Szajna
Karol, Szajnocha
Grzegorz, Szamotulski
Józef Kalasanty, Szaniawski
Andrzej, Szarmach
Jerzy, Szczakiel
Władysław, Szczepaniak
Jan, Szczepanik
Jan, Szczepański
Wojciech, Szczęsny
Aleksander, Szeligowski
Tadeusz, Szeligowski
Jan, Szembek
Zygmunt, Szendzielarz
Irena, Szewińska
Sławomir, Szmal
Jacek, Szmatka
Józef, Szmidt
Edmund, Szoka
Władysław, Szpilman
Lejzor Ilja, Szrajbman
Jan, Sztolcman
Piotr, Sztompka
Patryk Dominik, Sztyber
Rafał, Szukała
Stanisław, Szukalski
Ryszard, Szurkowski
Sławomir, Szwedowski
Zygmunt, Szweykowski
Wacław, Szybalski
Arthur, Szyk
Jan, Szylling
Włodzimierz, Szymanowicz
Maria Agata, Szymanowska
Karol, Szymanowski
Wacław, Szymanowski
Halina, Szymańska
Ignacy, Szymanski
Antoni, Szymański
Paweł, Szymański
Wisława, Szymborska
Edward, Szymkowiak
Szymon, Szymonowic
Jakub, Szynkiewicz
Krystyn Lach, Szyrma
Maria, Szyszkowska
Bohdan, Szyszkowski
Władysław, Taczanowski
Andrzej K., Tarkowski
Jan, Tarnowski
Alfred, Tarski
Savielly, Tartakower
Władysław, Tatarkiewicz
Jean, Taubenhaus
Rafał, Taubenschlag
Janusz, Tazbir
Oscar, Tenner
Włodzimierz, Tetmajer
Kinetic, theory
Michel, Thomas
Józef, Tischner
Daniel, Tkaczuk
Eugeniusz, Tkaczyszyn-Dycki
Olga, Tokarczuk
Henryk, Tomaszewski
Jan, Tomaszewski
Roland, Topor
Baal Shem, Tov
Andrzej, Towiański
Mikołaj, Trąba
Jack, Tramiel
Bronisław, Trentowski
Piotr, Trochowski
Andrzej, Trybulec
Włodzimierz, Trzebiatowski
Józef, Trzemeski
Barbara, Trzetrzelewska
Basia, Trzetrzelewska
Vitaly, Tseshkovsky
Grzegorz, Turnau
Józef, Turowski
Donald, Tusk
Julian, Tuwim
Jan, Twardowski
Kazimierz, Twardowski
Marek, Twardowski
Pan, Twardowski
Zbylut, Twardowski
Józef, Tykociński
Leopold, Tyrmand
Jakub, Uchański
Kornel, Ujejski
Adam, Ulam
Stanisław, Ulam
Marcin, Urbaś
Miś, Uszatek
John II Casimir, Vasa
Sigismund III, Vasa
Władysław IV, Vasa
Roger, Verey
Adam, Vetulani
Moshe, Vilenski
Violetta, Villas
Zygmunt, Vogel
Ignatz, von Popiel
Wilfrid Michael, Voynich
Andrey, Vyshinsky
Piotr, Wadecki
Alexander, Wagner
Andrzej, Wajda
Jadwiga, Wajs
Stanisława, Walasiewicz
Walter Koskiusko, Waldowski
Lech, Wałęsa
Konrad, Wallenrod
Piotr S., Wandycz
Bernard, Wapowski
Ludwik, Waryński
Krzysztof, Warzycha
Leon, Wasilewski
Andrzej, Wasowski
Jerzy, Wasowski
Michał, Waszyński
Aleksander, Wat
Hyppolite, Wawelberg
Piotr, Wawrzyniak
Chaim Elozor, Wax
Tadeusz, Ważewski
Max, Weber
Jan, Węglarz
Rudolf, Weigl
Michał, Weinzieher
Wojciech, Weiss
Bogdan, Wenta
Sebastian, Wenta
Edward, Werner
Jan, Werner
Władysław, Weryho
Edith, Wharton
Krzysztof, Wielicki
Alexander, Wielopolski
Bolesław, Wieniawa-Długoszowski
Henryk, Wieniawski
Anna, Wierzbicka
Kazimierz, Wierzyński
Simon, Wiesenthal
John Paul, Wiggin
Stanisław, Wigura
Roman, Wilhelmi
Ernest, Wilimowski
Wanda, Wiłkomirska
Piotr, Wilniewczyc
Szymon, Winawer
Warren, Winiarski
Walter, Winkler
Maryan, Wisnieski
James, Wisniewski
Janek, Wiśniewski
Wiesław, Wiśniewski
Michał, Wiszniewski
Stanisław, Witkiewicz
Stanisław Ignacy, Witkiewicz
Wincenty, Witos
Stefan, Witwicki
Władysław, Witwicki
Piotr, Wiwczarek
Anita, Włodarczyk
Krzysztof, Włodarczyk
Jan, Włodarkiewicz
Paweł, Włodkowic
Maja, Włoszczowska
Lawrence, Wnuk
Edmund, Wnuk-Lipiński
Gerard, Wodarz
Rafał, Wojaczek
Paweł, Wojciechowski
Stanisław, Wojciechowski
David, Wojcinski
Artur, Wojdat
Jerzy, Wojnar
Kazimierz, Wojniakowski
Aleksander, Wojtkiewicz
Karol, Wojtyla
Karol Józef, Wojtyla
Lucjan, Wolanowski
Mieczysław, Wolfke
Henryk, Woliński
Dariusz, Wolski
Wojtek, Wolski
Aleksander, Wolszczan
Marian, Woronin
Stanisław Lech, Woronowicz
Witold, Woyda
Richard, Woytak
Caroline, Wozniacki
Agata, Wróbel
Magdalena, Wróbel
Tomasz, Wróblewski
Zygmunt, Wróblewski
Andrzej, Wroński
Bolesław III, Wrymouth
Jacek, Wszoła
Leon, Wyczółkowski
Lidia, Wysocka
Piotr, Wysocki
Barbara, Wysoczańska
Stanisław, Wyspiański
Stefan, Wyszyński
Daniel, Yanofsky
Sergey, Yastrzhembsky
Adam Ignacy, Zabellewicz
Józef, Żabiński
Franciszek, Zabłocki
Wojciech, Zabłocki
Tymon, Zaborowski
Marian, Zacharski
Adam, Zagajewski
Travis, Zajac
Janusz A., Zajdel
Robert, Zajonc
Piotr, Zak
Marie Elizabeth, Zakrzewska
Tony, Zale
August, Zaleski
Józef Bohdan, Zaleski
Michał, Zalewski
Łukasz, Załuska
Zbigniew, Zamachowski
Lidia, Zamenhof
Ludwik, Zamenhof
Kordian Józef, Zamorski
Adam, Zamoyski
Andrzej Artur, Zamoyski
August, Zamoyski
Jan, Zamoyski
Maurycy Klemens, Zamoyski
Krzysztof, Zanussi
Józef, Zapędzki
Gabriela, Zapolska
Kazimierz, Zarankiewicz
Stanisław, Zaremba
Janusz, Zarenkiewicz
Sobiesław, Zasada
Elżbieta, Zawacka
Andrzej, Zawada
Józef, Zawadzki
Kazimiera, Zawistowska
Janusz K., Zawodny
Piotr, Zbylitowski
Marian, Zdziechowski
Michał, Żebrowski
Emil, Zegadłowicz
Casimir, Zeglen
Władysław, Żeleński (musician)
Stefan, Żeromski
Josef, Zieleniec
Mikołaj, Zieleński
Adrian, Zieliński
Marian, Zieliński
Rafał A., Ziemkiewicz
Krystian, Zimerman
Kazimierz, Zimny
Aleksandra, Ziolkowska-Boehm
Szymon, Ziółkowski
Artur, Żmijewski
Władysław, Żmuda
Czesław, Znamierowski
Florian, Znaniecki
Stanisław, Żółkiewski
Kazimierz, Żorawski
Jan Sas, Zubrzycki
Johannes, Zukertort
Andrzej, Żuławski
Jerzy, Żuławski
Juliusz, Żuławski
Janusz, Żurakowski
Wojciech H., Zurek
Franciszek, Żwirko
Henryk, Zygalski
Szmul, Zygielbojm
Antoni, Zygmund
Adolf, Zytogorski
Eugeniusz, Żytomirski
Wojciech, Żywny
